IGT_ID,IGT_IMP_ID,IGT_BGT_ID
8928,1027,5
8929,3199,5
8931,2071,5
8933,882,9
9232,2492,9
10044,2058,3
10046,2691,5
8934,5363,9
9237,4138,5
9238,1064,5
9239,2826,5
9244,1927,5
9274,2514,5
9242,936,5
9275,3407,5
9245,410,5
9276,4803,5
5398,708,5
9246,184,5
9278,837,5
9251,987,5
9252,506,9
9254,1943,5
9255,2629,5
10048,453,5
9259,2310,5
10049,1035,5
10051,3126,10
9261,2112,5
9263,343,5
9264,3768,5
10050,2353,5
9267,5440,13
9269,4267,13
9273,94,9
9290,745,5
9285,1663,5
9286,4588,5
9283,2405,5
9288,3525,5
9344,4029,5
9346,1931,5
9347,4089,5
9349,1752,9
9351,3251,5
9353,5279,5
9354,770,5
9355,2193,5
9356,339,5
9359,4521,9
9360,5014,5
9364,2444,5
9365,153,5
9368,1712,5
9369,866,5
9374,4708,9
9373,2888,9
9558,5093,5
9559,3409,5
9560,270,5
9561,5143,5
9562,4923,5
10054,107,9
9565,1090,9
10055,3280,5
9567,2986,5
9568,2695,5
10056,1814,9
10057,923,5
9571,1902,5
9572,4786,9
9573,1334,9
9574,2367,9
9575,2240,5
9576,876,5
9577,2994,5
9578,1014,5
10058,3824,9
10060,1587,9
9583,3087,5
9584,2360,5
9586,1475,5
9589,5056,5
9588,4253,9
9590,3981,5
9591,1031,5
9592,4676,5
9595,4596,5
9594,4027,5
9281,1205,5
9298,2727,9
9302,3048,9
9282,4421,9
617,572,5
9313,1085,10
9308,1912,9
9303,3717,3
9319,4125,9
9317,3415,9
9325,88,10
9320,4416,11
9328,4301,11
9331,5293,5
9333,1934,5
9335,749,5
9337,3583,5
9340,1440,5
9339,421,5
9338,255,5
9613,5374,5
9614,4746,5
9615,1186,5
10062,2138,5
9617,2740,5
9618,3406,9
9619,4133,5
9597,4170,9
9620,1023,5
9599,2578,5
9621,4628,5
9624,764,5
9600,3141,14
9601,1514,5
9623,3116,5
9602,3577,5
9603,2474,5
9622,2202,5
9604,3526,5
9605,3290,9
9606,1532,5
9626,3947,14
9627,3476,5
9628,5100,5
9629,3405,5
9630,4044,10
9631,4044,14
9658,3654,5
9805,1496,5
9806,3015,5
9807,864,9
9808,4183,5
9809,2610,5
9810,2541,5
9811,420,5
9812,4586,5
9813,406,5
9814,674,5
9815,198,5
9816,189,5
9817,610,5
9818,2043,5
9819,2958,5
9820,4303,5
9821,3330,5
9822,3317,5
9823,2469,5
9824,2957,5
9825,1578,5
10064,4500,5
9827,943,5
9828,2455,5
9829,542,5
9830,792,5
9831,498,5
10065,3312,5
9833,4906,5
10066,4184,5
9835,3785,5
9836,1906,5
9837,2119,5
9838,3594,5
9839,4627,5
10109,4273,5
10110,623,5
10111,4492,5
10112,4499,5
10113,1013,9
10114,2245,9
10115,2550,5
10116,3626,5
10118,2114,9
10119,1694,5
10120,511,8
10067,5054,9
9969,2229,5
9970,3117,5
3936,4716,5
9974,5454,3
9975,5454,9
9976,4776,5
9977,3993,3
9979,4270,5
9980,4843,5
10068,2876,9
9982,310,9
9983,5443,5
9985,2182,9
9986,4014,5
10070,97,9
10069,3100,9
9989,5470,5
9990,4961,5
9991,2210,5
9992,1846,5
9993,1361,5
9994,2968,9
9995,3647,5
3776,2279,10
9996,2920,5
9997,2118,5
9998,4276,9
10071,2300,9
9607,784,9
9608,843,5
9609,668,5
9610,1137,5
10061,2006,5
9612,1847,5
10072,1972,9
10073,5492,5
10318,2821,5
10319,1384,5
10320,5253,5
10321,4012,5
10322,2636,5
10323,3860,5
10324,2734,5
10325,4322,9
10326,3692,5
10327,2000,5
10328,3449,5
10329,670,5
10330,5362,5
10331,1864,5
10336,1703,5
10337,728,5
10338,3332,5
10339,2519,5
10340,4414,5
10341,1957,5
10342,1821,5
10343,5086,5
10344,466,5
12025,3678,5
12026,5460,5
12027,304,5
12028,5066,5
12029,1852,9
12030,351,16
12032,2859,9
8110,5557,5
11133,139,9
10436,1930,5
10437,3790,9
10438,1187,5
10439,4149,5
10440,482,5
10441,1841,5
10443,5058,5
12033,1447,5
12035,492,5
10445,4518,5
12036,3622,5
10446,4061,9
12037,2531,5
10447,614,5
12038,5311,5
12039,2490,9
10448,4948,9
10449,990,5
10450,4245,5
12040,25,5
12041,2259,5
10451,1522,5
10452,4705,5
12042,1459,5
10453,3822,5
10454,4201,5
10457,4535,5
10456,3195,5
10458,1818,5
10459,4571,5
10460,533,5
10461,484,5
10463,1042,5
10423,2357,9
10464,1644,5
10424,4729,5
10465,3873,5
10466,3034,5
10425,3423,5
10467,4001,5
10468,3708,5
10469,1499,5
10470,1094,5
10471,2921,5
10472,2537,5
10473,2725,5
10474,4503,5
10426,1909,5
10475,3938,5
10428,713,5
10476,219,5
10429,3710,5
10477,2231,5
10478,346,5
10430,5061,9
10479,901,5
10431,3748,5
10480,5034,5
10432,463,5
10433,3242,9
11089,2249,9
10434,4693,9
11090,963,5
3871,305,8
11366,5422,8
11092,3758,11
11094,5111,11
11099,2313,9
11102,1495,13
11103,1495,9
11108,1353,9
11116,2320,9
11118,4383,5
11119,1403,5
11120,2393,5
11123,443,5
11124,2980,5
11125,4042,5
11127,1087,5
11128,597,5
12043,602,9
12044,1675,5
12049,5458,5
12052,3638,5
12051,280,5
12053,1468,5
12054,2901,5
12055,1154,5
12056,3038,9
12057,2866,9
12058,1438,5
12059,2870,5
12060,2902,5
12061,1171,3
12063,695,9
12066,4176,9
12067,4162,5
12068,5472,5
12069,2558,5
12070,5269,5
12071,5153,5
12074,2040,5
12073,419,5
12075,3012,5
12076,4963,5
12077,2692,5
12078,1034,5
12080,2523,5
12081,1826,5
12082,2995,5
12083,1509,5
12084,3941,5
12085,2335,5
12086,3362,5
11318,5478,5
11319,2757,5
11320,1513,5
11321,5146,5
11322,2628,5
11323,3631,5
11325,1726,5
11326,5354,5
11327,2160,5
11329,140,9
11330,3820,5
11331,4398,5
11333,4658,5
11336,4283,5
11337,820,5
11338,4890,5
11339,2786,5
11340,5152,5
11341,4867,5
11342,5013,5
11343,4988,5
11344,601,5
11345,639,5
11346,857,5
11347,887,5
11348,433,9
11350,5138,5
11351,337,5
11352,2914,5
11353,2719,5
11354,1844,5
11356,3033,9
11357,1196,5
11358,2224,5
11746,65,5
11360,1242,5
11364,1908,8
11363,2322,9
11747,216,9
11361,102,9
11367,2228,5
12048,2044,9
12047,4865,9
11370,2165,5
11371,4582,5
11373,637,5
11374,4,5
11375,2717,5
11376,301,9
11387,3331,5
11428,4134,5
11389,2546,9
11390,1315,5
11391,929,5
11392,3962,9
11393,1370,5
11394,773,9
11395,3154,9
11396,4683,5
11397,1452,5
11398,1497,5
11399,2428,5
11426,4554,5
11400,1079,5
11401,2710,5
11404,4335,5
11403,263,5
11405,3798,5
11427,1517,5
11429,2343,5
11433,3505,5
11435,5172,5
11430,4328,5
11431,4529,5
11406,1441,5
11407,2586,5
11408,2576,9
11409,3112,5
11410,1534,5
11411,5082,5
11412,4204,5
11413,3902,5
11414,3531,5
11415,886,5
11416,176,5
11417,2183,9
11418,5173,9
11419,1761,9
11420,4543,9
11421,2672,5
11422,4590,5
11423,4959,5
11424,2819,5
11540,4635,9
4395,415,5
11541,1501,5
11543,60,5
11544,3481,5
11545,1206,5
4407,3592,5
11546,2180,5
4411,430,5
11752,332,9
11550,603,5
11551,2650,5
11552,4247,5
4421,3027,5
11553,4726,5
11554,4551,5
4428,1009,5
11753,5428,10
11557,4598,5
11558,1731,5
11559,4278,5
11560,2201,5
11561,1243,5
4442,1762,5
11562,1134,5
11563,4488,5
11564,3718,9
11565,127,9
10943,4290,5
10944,1127,5
10945,56,5
10946,5176,5
4636,2827,5
11566,4307,5
11568,5267,9
11567,3536,9
11569,3792,9
11570,3134,9
11571,3124,5
4647,3751,5
4648,4390,5
4649,4696,5
11572,2516,5
11573,4542,5
11574,1354,5
11575,5107,5
4661,3187,5
11576,1547,5
11577,4110,5
4667,3690,5
4669,2829,5
4670,500,5
11578,3372,5
11579,5223,9
11580,3743,5
4675,3839,5
11581,5123,5
11582,3152,5
11583,3347,5
11584,3823,5
11585,1128,9
4685,558,9
11586,508,9
11592,6466,5
11591,3130,9
11596,2825,9
11597,1179,9
9638,4710,8
9637,129,5
9636,5380,5
9632,3619,9
9639,4281,8
10063,965,5
9641,1238,5
9642,3175,9
9633,2764,5
9644,1959,5
9645,3685,5
9646,3713,5
9647,1618,5
9634,3209,5
9648,1572,5
9649,4312,5
9650,43,5
9651,3945,5
9652,774,5
9653,4466,5
9654,995,5
9655,1529,5
9656,4648,5
9657,1248,5
1368,5286,9
1367,5286,10
5973,2524,10
5974,2524,9
5964,1255,5
5965,3610,10
5966,4525,10
5967,4525,9
5968,3059,10
5969,3059,9
5970,3899,10
5971,3899,9
5972,1325,10
1345,2797,10
1346,2797,9
11432,998,5
1347,5050,10
1348,4592,10
1349,3274,10
1350,707,10
1351,707,9
1352,1602,10
1353,1602,9
1354,1621,10
1355,1621,9
1357,4348,10
1358,4348,9
1359,786,10
1360,786,9
1361,3516,10
1362,3516,9
1371,201,10
1372,201,9
1376,241,9
1375,241,10
1381,290,9
1380,290,10
1382,4629,10
1383,4629,9
1384,5007,10
1385,5007,9
11434,2796,5
5975,1502,10
5976,1502,9
5983,3056,5
1393,4384,10
1397,3992,9
1396,3992,10
1401,2046,9
1400,2046,10
1402,3121,10
1403,3121,9
1405,1386,10
11436,3911,9
1407,2689,10
1408,2689,9
1412,52,9
1411,52,10
1413,4403,10
1414,4403,9
11437,3122,9
1416,2045,10
1417,2045,9
1418,2525,10
1419,2525,9
11438,2798,9
1421,4597,10
1422,4597,9
1426,3386,9
1425,3386,10
1427,3416,10
1428,3416,9
12499,554,5
5984,2167,10
5985,2167,9
11440,3520,9
1433,1282,10
1434,1282,9
1438,4806,9
1437,4806,10
1439,2268,10
1440,2268,9
1444,5108,9
1443,5108,10
1448,2351,9
1447,2351,10
1452,1974,9
1451,1974,10
1453,2741,10
1454,2741,9
11441,1894,9
1457,3794,10
1458,3794,9
11442,2627,10
1463,5469,9
1462,5469,10
5986,3547,10
11444,499,9
6914,4873,5
11445,5310,5
11447,3062,5
11448,1899,5
11449,105,5
6051,1401,5
11450,2590,5
6053,3478,10
11451,783,9
11452,1454,5
11453,2158,5
11455,5462,5
11456,2784,9
11457,262,13
11458,414,5
11459,3123,5
6934,3093,9
6933,3093,3
11460,3534,5
11461,77,5
11462,3157,5
11463,4182,5
1505,2600,8
6986,1874,5
7000,1449,10
7001,1449,9
7007,4976,5
7018,2213,8
7016,4810,8
1517,895,5
1518,2018,5
1519,4657,8
1520,2007,8
1521,5441,5
1522,2169,5
1523,1941,10
1524,1941,8
1525,3707,16
1529,3210,5
1527,5484,9
1530,2603,5
1531,438,5
11464,1217,5
11593,51,5
11594,3930,5
11595,193,9
11465,1900,5
11466,2276,9
11467,4063,5
11468,128,5
11469,250,10
11470,1842,9
11471,1189,9
1564,6247,5
7082,1633,9
1877,5693,5
1629,6189,10
1630,6189,8
1631,6144,10
1632,6144,9
1636,6222,9
1635,6222,10
1637,5799,10
1638,5799,9
1639,5841,10
1640,5841,8
1643,5658,10
1644,5658,9
1645,6026,10
1646,6026,9
1647,6092,10
1648,6092,9
1649,6120,10
1650,6120,9
1651,6171,10
1652,6171,9
1656,5854,9
1655,5854,10
1657,5527,10
1658,5527,8
1659,5774,10
1660,5774,9
1664,5768,9
1663,5768,10
1665,6219,10
1666,6219,9
1670,6261,9
1669,6261,10
1674,5847,9
1673,5847,10
1675,6160,10
1676,6160,9
1677,6080,10
1678,6080,9
1679,5597,10
1680,5597,9
1681,5801,10
1682,5801,9
1683,6053,10
1684,6053,9
1688,6213,9
1687,6213,10
1689,6157,10
1690,6157,9
2025,6072,5
2026,5682,5
2027,6132,5
7352,2376,14
7353,2447,14
7359,5308,14
3251,771,10
3252,771,5
7461,3095,14
7470,2266,3
7141,5792,14
7477,1260,14
1806,692,9
8049,1422,5
1876,6095,5
1814,5726,10
1815,5726,8
1816,5589,10
1817,5589,8
1818,5544,10
1819,5544,8
1820,6143,10
1821,6143,8
1822,5790,10
1823,5790,8
1826,5503,10
1827,5503,8
1828,6084,10
1829,6084,8
1830,5749,10
1831,5749,8
1832,5978,10
1833,5978,8
1834,5536,10
1835,5536,8
1836,5833,10
1837,5833,8
1838,6182,10
1839,6182,8
1840,5656,10
1841,5656,8
1842,6062,10
1843,6062,8
1844,5922,10
1845,5922,8
1846,5957,10
1847,5957,8
1848,6101,10
1849,6101,8
1850,5690,10
1851,5690,8
1852,5721,10
1853,5721,8
1854,5940,10
1855,5940,8
1856,5741,10
1857,5741,8
1858,5728,10
1859,5728,8
1860,5868,10
1861,5868,8
7726,5817,11
7725,5817,10
7727,5817,9
7731,5911,9
7729,5911,3
7730,5911,11
7732,5954,5
7733,6194,5
7734,6078,7
7735,6192,5
1872,5897,5
1873,5575,8
7736,5707,5
7740,6181,9
7741,5507,5
1884,5783,5
7742,5853,9
8109,5851,5
8111,6217,9
8112,6273,14
1892,5773,5
8113,5920,14
8114,6003,5
8118,5995,3
8117,5999,9
8120,5746,9
8121,5952,5
8122,5734,9
8123,5895,5
1904,5648,5
8124,5538,5
8125,5531,9
1912,6098,9
7246,654,9
1916,4055,5
7247,3595,5
7248,1479,5
7249,989,9
7250,4209,5
1923,1882,5
7251,2055,5
7252,1142,9
7253,471,5
7254,3258,9
7255,1507,5
7257,355,5
7258,4618,14
1934,1434,5
1935,3571,5
7260,2884,5
7261,3736,5
1938,3299,5
1939,2940,5
1940,4298,5
3057,2854,5
1943,4463,5
7265,5077,9
7266,2206,9
7267,1510,5
7268,663,9
7269,2721,5
7270,3091,5
7162,6016,5
7273,3726,5
1959,1592,5
7275,1670,14
1962,5442,5
7197,5729,3
7277,5752,5
7283,5782,9
7282,5968,9
8126,5510,5
8127,6042,5
8129,5677,9
8128,5677,3
2032,6262,16
8130,5842,9
8131,6224,9
8132,6002,9
8133,5953,5
2038,5700,5
2039,5614,5
7921,5679,9
7922,5906,9
7923,5626,9
7924,5552,9
7925,6187,16
7926,5891,5
7927,5810,10
7928,5810,11
7929,5810,9
7930,5643,5
7932,5913,11
7931,5913,10
7933,5913,9
7934,6186,5
2220,5880,9
2057,5748,9
2058,5540,9
2059,5934,14
7935,5818,5
8085,5840,5
8086,6043,5
8087,6188,5
8088,6212,5
2067,5641,5
2066,6296,5
8089,5520,5
8090,5946,5
8091,5588,5
8092,5927,5
8093,5717,9
8094,6009,9
8095,6268,5
8096,6061,5
8097,5784,9
8098,5881,5
8099,5899,9
8101,6203,9
8102,5923,9
8103,6151,9
2090,5742,5
2091,5949,5
8104,6254,5
8105,6128,5
8106,6075,5
8107,6014,5
8108,5592,5
2097,6258,5
2098,6260,5
2219,6206,5
2101,6135,5
2102,5871,10
2103,5871,8
2104,5659,10
2105,5659,8
2106,5873,10
2107,5873,8
2108,5882,10
2109,5882,8
2110,5543,10
2111,5543,8
2114,6024,10
2115,6024,9
2116,6019,10
2117,6019,9
2118,5812,10
2119,5812,9
2122,6018,10
2123,6018,9
2125,5877,10
2126,5877,9
2130,5628,9
2129,5628,10
2131,6177,10
2132,6177,9
2133,5884,10
2134,5884,9
2138,5624,9
2137,5624,10
2139,5617,10
2140,5617,9
2141,5938,10
2142,5938,9
2143,6004,10
2144,6004,9
2148,5674,9
2147,5674,10
2149,6111,10
2150,6111,9
2151,6096,10
2152,6096,9
2153,5763,10
2154,5763,9
2158,5502,9
2157,5502,10
2159,5517,10
2160,5517,9
2161,6200,10
2162,6200,8
7718,5820,14
7721,6109,9
7215,794,5
7284,6108,9
7285,5772,5
2202,6285,9
8119,5995,9
7281,5968,3
2861,4153,10
7287,5714,9
7286,5714,3
2247,5689,5
2248,6147,5
7288,5727,5
7289,5732,5
2254,5702,5
7290,6126,5
7292,5744,9
7307,5944,9
2258,5808,5
7312,6169,14
7313,5850,14
7314,5898,14
7317,6162,9
2265,5636,10
2266,5636,8
7318,6275,9
2270,5598,8
2271,6216,8
7319,6106,5
7322,5719,5
7323,6048,5
2276,5542,5
7325,6280,5
7326,6259,5
7327,6145,9
2280,6090,5
7331,6010,9
7330,6010,3
7334,6226,5
2286,5572,8
2285,5638,8
7335,5635,9
7336,5803,5
7337,5533,5
7338,5516,5
2292,5672,9
7341,6102,17
7343,6158,14
7342,6158,10
7345,6082,9
7346,5697,9
7347,5505,9
2300,5535,5
2302,5937,5
7349,6276,9
7351,6167,9
2306,5634,5
2307,5778,5
2308,5905,5
2310,5816,9
7356,6066,5
7361,6253,5
7362,6161,5
2315,6028,5
7363,5819,5
7364,5929,5
2319,6112,9
2320,6085,5
7369,5935,5
2322,6202,10
2323,6202,8
7371,6294,5
7372,6058,5
7373,5771,9
2329,5917,9
2330,5698,9
7469,6249,5
3183,6207,5
7472,6233,5
7478,6017,5
7479,5991,5
7481,5825,10
7483,5879,9
7485,5642,10
7486,6246,5
7487,6240,5
7488,6093,5
7489,6013,5
7492,5633,5
3225,5518,5
3226,5787,5
7494,5500,9
7493,5600,5
3229,5982,5
7496,5901,5
7497,6270,5
7498,5565,5
7499,6069,5
7500,6155,5
7501,6050,5
7503,6185,9
3245,5566,5
7506,6071,5
7507,6170,5
7509,5725,5
3263,5567,5
3264,6121,5
7511,5980,5
7513,5925,9
3267,5904,8
7515,6148,9
3272,5859,9
7714,6223,5
7716,5619,9
7710,6250,14
2379,5860,3
2380,5860,5
2381,5699,5
7708,6241,5
2383,6282,5
2384,5704,5
2385,6176,5
7702,6005,5
7705,5630,5
7700,5584,9
7697,6293,5
7698,5942,5
7699,5921,14
7693,6040,5
7694,6103,5
7695,5888,14
7691,5703,5
2398,5688,5
2399,5994,9
7687,5855,5
7689,6168,5
7682,6267,5
7683,5665,5
2408,5802,5
2407,5616,5
7673,5791,5
7677,5655,9
2411,5585,5
7679,5777,9
2413,5526,5
7666,6049,14
7667,5862,5
7669,5621,5
7659,6073,9
2421,5764,5
2423,6279,5
7653,6196,9
7657,5660,14
7656,5660,10
7658,5622,5
7643,1777,10
7644,1777,11
7645,1777,9
7650,18,5
7641,3214,5
2436,4712,5
2437,1674,5
7639,4036,9
2439,5918,5
7638,6046,9
7636,5945,5
2443,5956,5
7631,6074,14
2445,6116,5
7920,5930,5
7919,5839,5
7918,5733,9
7914,5553,9
7915,6118,5
7916,5740,5
7917,6264,5
2458,6060,5
7913,5807,9
7912,5537,9
2462,5595,5
7224,5254,14
7228,842,14
2501,2897,5
2503,2916,5
7293,402,14
7294,898,14
7295,4458,5
2528,6174,5
7911,6059,7
7910,6083,9
2532,5963,5
7908,5605,5
7909,5866,5
7903,6133,5
7904,6094,5
7906,5613,5
7907,5979,5
7897,5706,5
7898,6154,14
7899,6153,5
7902,5900,14
7896,5865,9
2547,6008,5
7894,6007,9
7895,5973,5
7891,6271,9
7892,5762,9
7893,6156,9
7887,6208,9
7888,6142,9
7889,6119,5
7890,5976,5
7885,6163,9
7886,6149,5
2561,5551,5
2563,5893,5
7883,6012,5
7884,5637,14
2566,5857,5
7882,5649,14
7881,5649,10
7880,5662,5
7876,6117,5
7877,5793,5
2574,5975,5
7878,5876,10
7879,5876,14
7869,6030,14
7870,6269,14
2581,5739,9
2583,6006,5
7671,5941,5
7522,6290,9
2586,5830,9
2587,5780,5
7672,6281,5
2591,5804,5
2594,5743,5
7662,5673,9
2595,5610,5
7664,5646,5
7525,5864,9
2600,6063,5
7526,6180,5
2603,5573,5
2604,6038,5
7529,5869,9
2609,5892,10
2608,5892,3
7646,5694,5
2612,6089,9
7647,5886,5
2614,5632,9
7530,6183,9
7649,6055,5
7655,5822,5
2620,6047,10
2621,6047,11
2622,5661,9
7986,5234,5
7640,6204,9
7987,3085,5
7637,5696,5
7992,399,5
7993,3484,5
7997,3566,5
2633,5788,5
7999,1411,5
7635,6272,5
8003,1713,5
2639,5770,5
2640,3687,5
2641,5977,9
2644,6234,9
2643,116,5
2645,5751,9
2646,1073,5
2647,1970,5
2648,2309,5
7627,1601,5
8006,830,5
8007,2307,5
8009,3434,9
2653,2199,9
8010,2178,5
8011,702,5
8014,3865,5
8015,2255,5
8016,4166,9
8020,3666,9
8022,1793,9
2663,5664,5
7539,5987,5
2665,5715,5
7541,5550,9
7544,5586,5
7545,5826,5
7548,5894,5
2671,5856,5
2672,5541,9
2680,5723,9
2676,6032,5
7554,5534,5
2679,5760,9
7555,6104,5
7556,5692,5
7558,5670,9
7559,5737,9
7561,6235,5
7563,6184,5
7566,6122,9
7567,5653,5
7570,5705,5
7571,6054,9
7572,5590,10
7578,3390,9
7576,3273,5
7580,5775,9
7584,5990,5
7585,6107,5
8024,1349,9
7586,3232,5
7588,1843,9
7587,1843,3
7589,3939,5
7594,4954,5
7595,1426,3
7596,1426,9
2721,4477,5
2725,6292,5
7598,5184,5
8025,3714,9
7599,4666,5
7601,1880,5
7602,3852,5
2733,3293,5
2734,5243,9
2735,5313,5
8031,5255,5
2737,4719,5
2738,4825,9
8033,5122,5
2741,3035,5
7608,5449,5
2743,2502,5
7609,3907,5
7612,405,5
8034,712,9
8036,1345,13
2748,1045,5
7613,5076,5
7618,903,5
7619,3781,5
7620,3150,5
8037,5164,9
7621,257,5
7622,2389,5
7623,3338,5
7624,2965,9
2764,5232,5
7626,4340,5
8039,3811,9
8040,3926,13
7668,4513,5
8042,2904,5
8043,904,5
7665,1764,5
7663,1794,5
7661,4262,5
8045,4338,5
7660,3533,5
8046,3881,5
8050,1851,5
8051,4393,5
8052,4862,5
7670,4220,9
8053,5298,5
8055,3976,5
8056,829,5
8057,2616,9
2796,5464,5
7674,3763,9
2798,4678,5
7678,5386,9
2801,732,5
2803,598,10
2804,598,14
8058,2846,9
7680,5230,9
8059,192,5
7681,4761,9
3550,1678,5
2814,3235,5
8060,147,5
8061,4951,5
2821,59,5
2822,2247,14
2823,6015,5
2824,1539,5
7684,3244,9
7685,424,9
7686,4274,9
7688,974,9
7690,1084,9
7692,590,9
7696,1591,9
7701,1032,9
7634,4545,14
7633,4545,9
7632,4545,3
7610,950,5
2843,3311,5
7703,973,9
7704,4679,9
7707,3225,9
7611,519,9
